id,lemma,display,pos,level,topic,currentZh,reviewedZh,reviewStatus,reviewerNote,reviewedOn
"名词|grav","grav","en grav","名词","A1","地点与生活","坟墓；墓穴；沟/壕（依语境）","坟墓；墓穴；沟/壕（依语境）","已人工审校","常见义是安葬死者的坟墓；也可指挖出的沟槽，如 skyttergrav（战壕）、vanngrav（沟渠）。https://ordbokene.no/bm/grav","2026-09-25"
"动词|falle","falle","å falle","动词","A1","动作与变化","落下；跌倒；下降；（日期、责任等）落在/归于（依搭配）","落下；跌倒；下降；（日期、责任等）落在/归于（依搭配）","已人工审校","不应把“进入某种状态”当成泛义；常见结构各有具体意思：falle i søvn（睡着）、prisene faller（价格下降）、dagen faller på en mandag（那天是星期一）。https://ordbokene.no/bm/falle","2026-09-25"
"动词|slå","slå","å slå","动词","A1","动作与身体","打；击；敲；打败（“打开/关掉”等通常要与 på/av 等小品词搭配）","打；击；敲；打败（“打开/关掉”等通常要与 på/av 等小品词搭配）","已人工审校","核心义是击打、敲击，也可表示打败；开关设备通常说 slå på/av + 设备，不能把“关闭”直接当作 slå 的独立义。https://ordbokene.no/nob/bm/sl%C3%A5","2026-09-25"
"动词|dytte","dytte","å dytte","动词","A1","动作与移动","推；推一下；把……推给/硬塞给（某人）","推；推一下；把……推给/硬塞给（某人）","已人工审校","可指身体上的推，也可比喻把工作等推给别人；轻重不固定，不能只释为“轻轻推”。https://ordbokene.no/bm/dytte","2026-09-25"
"名词|veikryss","veikryss","et veikryss","名词","A1","方向与道路","道路交叉口；路口（不一定呈十字形）","道路交叉口；路口（不一定呈十字形）","已人工审校","说明这是道路相交处，不一定是四条道路组成的十字路口；不是铁路道口。https://ordbokene.no/bm/veikryss","2026-09-25"
"副词|hjem","hjem","hjem","副词","A1","方向与位置","回家；到家；回自己的家/家乡（表示方向或目的地）","回家；到家；回自己的家/家乡（表示方向或目的地）","已人工审校","表示朝家或家乡移动，区别 hjemme（在家/处于家中）；因此说 dra hjem，不加 til。https://ordbokene.no/bm/hjem","2026-09-25"
"形容词|høyre","høyre","høyre","形容词","A1","方向与位置","右边的；右侧的；（政治）右翼的","右边的；右侧的；（政治）右翼的","已人工审校","核心空间义修饰名词：høyre arm（右臂）；til høyre 表示“向右/在右边”，是常见方向表达。另有政治语境义“右翼的”。https://ordbokene.no/nob/bm/25316","2026-09-25"
"动词|elske","elske","å elske","动词","A1","感受与关系","爱；深爱；非常喜欢（语气通常比 like 强）","爱；深爱；非常喜欢（语气通常比 like 强）","已人工审校","既可表达对人的爱，也可表达非常喜欢某事物；具体强度和对象看语境。https://ordbokene.no/bm/elske","2026-09-25"
"名词|adresse","adresse","ei adresse","名词","A1","个人信息","地址；住址；（电子）联系地址（依语境）","地址；住址；（电子）联系地址（依语境）","已人工审校","核心义是人或机构所在/可联系的地址；e-postadresse 是电子邮件地址。https://ordbokene.no/bm/adresse","2026-09-25"
"名词|bekreftelse","bekreftelse","en bekreftelse","名词","A1","个人信息","确认；确认通知或凭据（依语境）","确认；确认通知或凭据（依语境）","已人工审校","区分“确认这一行为”与“确认信息/书面凭据”；句中搭配可判断具体义。https://ordbokene.no/bm/bekreftelse","2026-09-25"
"名词|etternavn","etternavn","etternavn","名词","A1","个人信息","姓；姓氏（个人全名的最后一部分）","姓；姓氏（个人全名的最后一部分）","已人工审校","区别 fornavn（名字）和 etternavn（姓氏）；挪威语词典也称 familienavn/slektsnavn。https://ordbokene.no/bm/etternavn","2026-09-25"
"名词|fødselsdag","fødselsdag","en fødselsdag","名词","A1","个人信息","生日；每年纪念出生的日子","生日；每年纪念出生的日子","已人工审校","强调这是年度纪念日，不是出生证明上的具体日期；具体日期是 fødselsdato。https://ordbokene.no/bm/fødselsdag","2026-09-25"
"名词|fødselsdato","fødselsdato","en fødselsdato","名词","A1","个人信息","出生日期；出生的具体年月日","出生日期；出生的具体年月日","已人工审校","与 fødselsdag（每年过的生日）区分；登记表格通常询问具体出生年月日。https://ordbokene.no/bm/fødselsdato","2026-09-25"
"限定词|min","min","min","限定词","A1","个人信息","我的（阳性/阴性单数名词前；与 min/mitt/mine 配合）","我的（阳性/阴性单数名词前；与 min/mitt/mine 配合）","已人工审校","min 是所有格限定词，不是独立代词；按后接名词的性、数变化：min bil、mi bok/min bok、mitt hus、mine bøker。实际语法中阴性名词也常用 min。https://ordbokene.no/bm/min","2026-09-25"
"名词|pass","pass","et pass","名词","A1","个人信息","护照；通行证/许可证（依固定搭配）","护照；通行证/许可证（依固定搭配）","已人工审校","护照义最常见；其他“通行/许可”义应由搭配判断，不要泛化成任何卡证。https://ordbokene.no/bm/pass","2026-09-25"
"代词|vi","vi","vi","代词","A1","个人信息","我们（主格；宾格用 oss）","我们（主格；宾格用 oss）","已人工审校","vi 作主语：Vi bor her（我们住在这里）；作宾语要用 oss：Hun ser oss（她看见我们）。https://ordbokene.no/bm/vi","2026-09-25"
"名词|nummer","nummer","et nummer","名词","A1","个人信息与数字","号码；编号；（序列中的）号/名次；节目的一项（依语境）","号码；编号；（序列中的）号/名次；节目的一项（依语境）","已人工审校","号码/编号是日常核心义；nummer 也可指演出或节目中的一个节目项。不要把“期号”当作唯一或默认释义。https://ordbokene.no/bm/nummer","2026-09-25"
"代词|han","han","han","代词","A1","个人信息与指代","他（主格；宾格 ham；所有格 hans）","他（主格；宾格 ham；所有格 hans）","已人工审校","han 作主语，ham 作宾语，hans 表示“他的”；三者不能互换。https://ordbokene.no/bm/han","2026-09-25"
"代词|hun","hun","hun","代词","A1","个人信息与指代","她（主格；宾格 henne；所有格 hennes）","她（主格；宾格 henne；所有格 hennes）","已人工审校","hun 作主语，henne 作宾语，hennes 表示“她的”；三者不能互换。https://ordbokene.no/bm/hun","2026-09-25"
"代词|jeg","jeg","jeg","代词","A1","个人信息与指代","我（主格；宾格 meg）","我（主格；宾格 meg）","已人工审校","jeg 作主语：Jeg lærer norsk；作宾语使用 meg：Han ser meg。https://ordbokene.no/bm/jeg","2026-09-25"
"名词|kollega","kollega","en kollega","名词","A1","工作与关系","同事；一起工作的同事","同事；一起工作的同事","已人工审校","kollega 指工作关系中的同事，不表示朋友关系；词尾 -a 不意味着只能指女性。https://ordbokene.no/bm/kollega","2026-09-25"
"名词|administrasjon","administrasjon","en administrasjon","名词","A1","工作与机构","行政管理；管理工作；行政部门（依语境）","行政管理；管理工作；行政部门（依语境）","已人工审校","抽象语境可指行政/管理工作，指组织或单位时可指行政部门；应由冠词和搭配判断。https://ordbokene.no/bm/administrasjon","2026-09-25"
"动词|arbeide","arbeide","å arbeide","动词","A1","工作与学习","工作；劳动；从事某项工作（语气较正式）","工作；劳动；从事某项工作（语气较正式）","已人工审校","与日常口语 jobbe 意义相近；arbeide 稍正式，也常用于抽象的“从事/致力于”：arbeide med et prosjekt=从事一个项目。https://ordbokene.no/bm/arbeide","2026-09-25"
"名词|barnehage","barnehage","en barnehage","名词","A1","工作与学习","幼儿园；挪威面向学龄前儿童的日托与教育机构","幼儿园；挪威面向学龄前儿童的日托与教育机构","已人工审校","释义加上挪威制度语境，避免把 barnehage 误解成与中文学制完全一一对应的“幼儿园”；常说 gå i barnehage（上幼儿园）。https://ordbokene.no/bm/barnehage","2026-09-25"
"名词|bokhandel","bokhandel","en bokhandel","名词","A1","工作与学习","书店（出售书籍的商店）","书店（出售书籍的商店）","已人工审校","用功能解释避免与 bibliotek（图书馆）混淆。https://ordbokene.no/bm/bokhandel","2026-09-25"
"动词|forklare","forklare","å forklare","动词","A1","工作与学习","解释；说明（使某事更容易理解）","解释；说明（使某事更容易理解）","已人工审校","forklare noe for noen=向某人解释某事；可直接接解释对象。区别 fortelle（讲述/告诉某个信息）。https://ordbokene.no/bm/forklare","2026-09-25"
"名词|gitar","gitar","en gitar","名词","A1","工作与学习","吉他（六弦、平底的弹拨乐器）","吉他（六弦、平底的弹拨乐器）","已人工审校","词典定义为六弦乐器；乐器泛指活动常不加冠词（spille gitar），也有 akkompagnere seg selv på gitar（自弹吉他伴奏）等搭配。例句及译文加入词汇语境。https://ordbokene.no/bm/gitar","2026-09-25"
"名词|instrument","instrument","et instrument","名词","A1","工作与学习","乐器；仪器（看语境）","乐器；仪器（看语境）","已人工审校","收窄原释义中不够具体的“工具”；musikk/ spille 语境常指乐器，måle 语境常指测量仪器。https://ordbokene.no/bm/instrument","2026-09-25"
"名词|jus","jus","jus","名词","A1","工作与学习","法学；法律学（学科/专业）","法学；法律学（学科/专业）","已人工审校","本词条按学习专业义收录；不是同音同形的 juice/fruktjuice（果汁）。lov 通常指法律/法规。https://ordbokene.no/bm/jus","2026-09-25"
"名词|kamera","kamera","et kamera","名词","A1","工作与学习","相机；摄影机（拍摄影像的设备，依功能语境）","相机；摄影机（拍摄影像的设备，依功能语境）","已人工审校","日常可泛指拍摄设备；静态摄影相机可说 fotokamera，视频摄影设备可说 videokamera。https://ordbokene.no/bm/kamera","2026-09-25"
"名词|klasse","klasse","en klasse","名词","A1","工作与学习","班级；年级；类别；社会阶层（看语境）","班级；年级；类别；社会阶层（看语境）","已人工审校","去掉容易误解为“教室”的“课堂”；学校语境常指同一教学年级的学生群体，类别/阶层则见于其他搭配。https://ordbokene.no/bm/klasse","2026-09-25"
