"lemma","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","zh","exampleNb","exampleZh","levelBasis","reviewStatus"
"igjen","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02D","2","igjen","又；再；回来；剩下","Kan du si navnet ditt igjen? / Det er bare én kopp igjen.","你能再说一遍你的名字吗？ / 只剩一个杯子了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ikke","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02C","2","ikke","不；没有（否定）","Jeg forstår ikke spørsmålet. / Hun sier at hun ikke har tid.","我不明白这个问题。 / 她说她没有时间。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"klokke","名词","A1","ei","NTNU NoW1; NorweigenLearn 当前词库","02K","2","ei klokke · klokka · klokker · klokkene","钟；表；时间（口语搭配）","Klokka er kvart over sju. / Jeg kjøpte ei ny klokke.","现在是七点一刻。 / 我买了一块新手表。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"koffert","名词","A1","en","NTNU NoW1; NorweigenLearn 当前词库","02A","2","en koffert · kofferten · kofferter · koffertene","行李箱；旅行箱","Jeg pakker kofferten i kveld. / Koffertene står ved døra.","我今晚收拾行李箱。 / 行李箱放在门边。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"kontrollere","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02C","2","kontrollere · kontrollerer · kontrollerte · kontrollert / kontrollerer, kontrollerte, har kontrollert","检查；核对；控制","De kontrollerer passene ved grensa. / Jeg kontrollerte tidspunktet en gang til.","他们在边境检查护照。 / 我又核对了一遍时间。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"lang","形容词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02D","2","lang · langt · lange · lengre · lengst / langt, lange","长的；久的（距离或时间）","Vi hadde en lang dag på jobb. / Denne veien er lengre enn den andre.","我们上了一整天班，很累。 / 这条路比另一条更长。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ledig","形容词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02B","2","ledig · ledig · ledige / ledig, ledige","空着的；有空的；空缺的；失业的（依语境）","Er du ledig på fredag? / Det er en ledig stol her.","你星期五有空吗？ / 这里有一把空椅子。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"lufthavn","名词","A1","ei","NTNU LearnNoW; NorweigenLearn 当前词库","02B","2","ei lufthavn · lufthavna · lufthavner · lufthavnene / lufthavna, lufthavner, lufthavnene","机场；航空港","Vi kommer til lufthavna to timer før flyet. / Lufthavnen ligger utenfor byen.","我们在飞机起飞前两小时到机场。 / 机场位于城外。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"mamma","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02A","2","en mamma · mammaen · mammaer · mammaene / mammaen, mammaer, mammaene","妈妈；母亲（亲昵称呼）","Mamma lager middag i dag. / Mammaen min bor i Norge.","妈妈今天做晚饭。 / 我妈妈住在挪威。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"mann","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02C","2","en mann · mannen · menn · mennene / mannen, menn, mennene","男人；丈夫（需看上下文）","En mann venter utenfor. / Mannen min jobber i Oslo.","一名男子在外面等。 / 我丈夫在奥斯陆工作。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"måte","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02B","2","en måte · måten · måter · måtene / måten, måter, måtene","方式；方法；样子","Kan du vise meg en annen måte å gjøre det på? / På denne måten lærer vi nye ord.","你能给我演示另一种做法吗？ / 这样我们就能学新词。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"med","介词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02A","2","med","和；与；带着；用；乘坐（依搭配）","Jeg reiser med familien min. / Hun skriver navnet med en blå penn.","我和家人一起旅行。 / 她用一支蓝色钢笔写下名字。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nå","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02B","2","nå","现在；此刻；如今","Jeg kan ikke snakke akkurat nå. / Nå bor familien min i Oslo.","我现在没法说话。 / 我家现在住在奥斯陆。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"også","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02B","2","også","也；还；同样","Mannen min lærer også norsk. / Hun liker kaffe, og hun liker også te.","我丈夫也在学挪威语。 / 她喜欢咖啡，也喜欢茶。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"orden","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02C","2","en orden · ordenen · ordener · ordenene / ordenen, ordner, ordnene","秩序；整齐；次序","Jeg prøver å ha orden på papirene. / Er alt i orden?","我尽量把文件整理好。 / 一切都正常吗？","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"pappa","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02A","2","en pappa · pappaen · pappaer · pappaene / pappaen, pappaer, pappaene","爸爸；父亲（口语、亲昵称呼）","Pappa lager middag i dag. / Barna besøker pappaen sin i helgen.","爸爸今天做晚饭。 / 孩子们这个周末去看爸爸。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"pass","名词","A1","et","NTNU LearnNoW; NorweigenLearn 当前词库","02C","2","et pass · passet · pass · passene / passet, pass, passene","护照；通行证","Husk å ta med passet ditt. / Hun viser passet i kontrollen.","记得带上你的护照。 / 她在检查处出示护照。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"passkontroll","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02C","2","en passkontroll · passkontrollen · passkontroller · passkontrollene / passkontrollen, passkontroller, passkontrollene","护照检查；边检","Vi må gå gjennom passkontrollen først. / Det er lang kø ved passkontrollen.","我们得先通过护照检查。 / 护照检查处排了很长的队。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"reise","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02A","2","reise · reiser · reiste · reist / reiser, reiste, har reist","旅行；出行；乘坐交通工具","Vi reiser til Tromsø i sommer. / Han reiste med tog til Bergen.","我们今年夏天去特罗姆瑟。 / 他坐火车去了卑尔根。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"rope","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02D","2","rope · roper · ropte · ropt / roper, ropte, har ropt","喊；叫喊；大声呼唤","Hun roper på barna fra kjøkkenet. / Han ropte at bussen kom.","她在厨房里喊孩子们。 / 他大声喊说公交车来了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"så","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02B; 03D","2","så","然后；于是；那么；这么/如此（依结构）","Først spiser vi, og så går vi hjem. / Var det så vanskelig?","我们先吃饭，然后回家。 / 那有那么难吗？","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sammen","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02A","2","sammen","一起；共同","Vi spiser middag sammen. / Hun bor sammen med familien sin.","我们一起吃晚饭。 / 她和家人住在一起。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"se","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02D; 09B; 12C","2","se · ser · så · sett / ser, så, har sett","看见；观看；看（电影、电视等）","Barna ser på TV etter middag. / Jeg så henne på bussen i går.","孩子们晚饭后看电视。 / 我昨天在公交车上看见她了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sitte","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02B; 12C","2","sitte · sitter · satt · sittet / sitter, satt, har sittet","坐；处于坐着的状态","Jeg sitter ved vinduet. / Hun satte seg på stolen og satt der lenge.","我坐在窗边。 / 她坐到椅子上，在那里坐了很久。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"snakke","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02A; 07D","2","snakke · snakker · snakket · snakket / snakker, snakket, har snakket","说话；交谈；讲某种语言","Jeg snakker norsk med læreren. / Vi snakket sammen etter kurset.","我和老师说挪威语。 / 课程结束后我们聊了一会儿。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"stå","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02D","2","stå · står · stod · stått / står, sto, har stått","站；立着；放置/处于竖立状态","Bussen står utenfor skolen. / Han sto ved døra og ventet.","公交车停在学校外面。 / 他站在门边等着。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ta","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02D; 10C","2","ta · tar · tok · tatt / tar, tok, har tatt","拿；取；乘坐；花费（依搭配）","Husk å ta med passet. / Det tok en time å komme fram.","记得带上护照。 / 到达那里花了一个小时。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"takk","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02B","2","en takk · takken · takk · takkene / takken","感谢；谢意；谢谢（固定表达）","Tusen takk for hjelpen. / Hun sa takk og gikk.","非常感谢你的帮助。 / 她道了谢就走了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"til","介词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02A","2","til","到；给；向；用于（多义介词）","Vi reiser til Bergen på fredag. / Jeg ga nøkkelen til naboen.","我们星期五去卑尔根。 / 我把钥匙给了邻居。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"time","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","02D; 08B","2","en time · timen · timer · timene / timen, timer, timene","小时；课时；一节课；约定时间","Turen tar omtrent en time. / Jeg har time hos tannlegen klokka tre.","这趟路大约需要一小时。 / 我三点有牙医预约。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"trøtt","形容词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","02D","2","trøtt · trøtt · trøtte · trøttere · trøttest / trøtteste / trøtt, trøtte","累的；困倦的","Jeg er trøtt etter jobb. / Barna er trøtte i kveld.","我下班后很累。 / 孩子们今晚很困。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vente","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","02A","2","vente · venter · ventet · ventet / venter, ventet, har ventet","等；等待","Vi venter på bussen. / Jeg ventet lenge hos legen.","我们在等公交车。 / 我在医生那里等了很久。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bad","名词","A1","et","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","03C; 03P","3","badet, bad, badene / et bad · badet · bad · badene","浴室；洗澡","Badet ligger ved siden av soverommet. / Barnet liker å ta et bad.","浴室在卧室旁边。 / 孩子喜欢洗澡。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bære","动词","A1","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","03A; 03B","3","bære · bærer · bar · båret / bærer, bar, har båret","拿；提；搬；穿戴（衣物/首饰）","Kan du bære denne kofferten? / Hun bar en rød kjole på festen.","你能帮忙提一下这个行李箱吗？ / 她在聚会上穿了一条红裙子。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"barnehage","名词","A1","en","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","03A; 07A","3","barnehagen, barnehager, barnehagene / en barnehage · barnehagen · barnehager · barnehagene","幼儿园；学前儿童日托机构","Datteren min går i barnehage. / Barnehagen stenger klokka fem.","我女儿上幼儿园。 / 幼儿园五点关门。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
